Position,Track Name,Artist,Streams,URL,chart_start_date,chart_end_date,chart_country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_genre,album_release_date,album_type
1,Señorita,Shawn Mendes,35723233,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-09-27,2019-10-04,GLB,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4,Pop,2019-06-19,album
2,Dance Monkey,Tones And I,33013044,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019-09-27,2019-10-04,GLB,0.826,0.593,6,-6.401,0,0.0976,0.688,0.000161,0.17,0.541,98.083,audio_features,1rgnBhdG2JDFTbYkYRZAku,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755,4,Pop,2019-05-10,single
3,Circles,Post Malone,29280805,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019-09-27,2019-10-04,GLB,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4,Hip hop,2019-09-06,album
4,Someone You Loved,Lewis Capaldi,22767722,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-09-27,2019-10-04,GLB,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4,Pop,2019-05-17,album
5,Lalala,Y2K,22236145,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019-09-27,2019-10-04,GLB,0.843,0.39,2,-7.899,1,0.0846,0.178,0.0,0.137,0.495,129.972,audio_features,51Fjme0JiitpyXKuyQiCDo,spotify:track:51Fjme0JiitpyXKuyQiCDo,https://api.spotify.com/v1/tracks/51Fjme0JiitpyXKuyQiCDo,https://api.spotify.com/v1/audio-analysis/51Fjme0JiitpyXKuyQiCDo,160627,4,Pop,2019-06-28,single
6,Ransom,Lil Tecca,20825198,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,2019-09-27,2019-10-04,GLB,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,6EOKwHETwSkZ9gW2b6ASE0,spotify:track:6EOKwHETwSkZ9gW2b6ASE0,https://api.spotify.com/v1/tracks/6EOKwHETwSkZ9gW2b6ASE0,https://api.spotify.com/v1/audio-analysis/6EOKwHETwSkZ9gW2b6ASE0,131240,4,Hip hop,2019-08-30,album
7,Beautiful People (feat. Khalid),Ed Sheeran,20821425,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-09-27,2019-10-04,GLB,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,audio_features,70eFcWOvlMObDhURTqT4Fv,spotify:track:70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/tracks/70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/audio-analysis/70eFcWOvlMObDhURTqT4Fv,197867,4,Pop,2019-07-12,album
8,China,Anuel AA,20516161,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-09-27,2019-10-04,GLB,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,audio_features,2ksOAxtIxY8yElEWw8RhgK,spotify:track:2ksOAxtIxY8yElEWw8RhgK,https://api.spotify.com/v1/tracks/2ksOAxtIxY8yElEWw8RhgK,https://api.spotify.com/v1/audio-analysis/2ksOAxtIxY8yElEWw8RhgK,301714,4,Latin,2019-07-19,single
9,Goodbyes (Feat. Young Thug),Post Malone,20233272,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-09-27,2019-10-04,GLB,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,audio_features,6vBdBCoOhKHiYDDOcorfNo,spotify:track:6vBdBCoOhKHiYDDOcorfNo,https://api.spotify.com/v1/tracks/6vBdBCoOhKHiYDDOcorfNo,https://api.spotify.com/v1/audio-analysis/6vBdBCoOhKHiYDDOcorfNo,174960,4,Hip hop,2019-07-05,single
10,bad guy,Billie Eilish,18813436,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-09-27,2019-10-04,GLB,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4,Pop,2019-03-29,album
