Position,Track Name,Artist,Streams,URL,chart_start_date,chart_end_date,chart_country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_genre,album_release_date,album_type
1,เป็นไรไหม?,OG-ANIC,152832,https://open.spotify.com/track/09Mn2O6dtMLCKdeD0BtLdO,2018-09-21,2018-09-28,THA,0.858,0.56,2,-6.24,1,0.106,0.41,0.0,0.111,0.966,139.989,audio_features,09Mn2O6dtMLCKdeD0BtLdO,spotify:track:09Mn2O6dtMLCKdeD0BtLdO,https://api.spotify.com/v1/tracks/09Mn2O6dtMLCKdeD0BtLdO,https://api.spotify.com/v1/audio-analysis/09Mn2O6dtMLCKdeD0BtLdO,212571,4,Hip hop,2018-09-12,single
2,อาวรณ์,Polycat,150861,https://open.spotify.com/track/2USX969yFQ250hBULh6Ope,2018-09-21,2018-09-28,THA,0.629,0.763,2,-5.47,1,0.0744,0.164,0.0,0.176,0.809,146.012,audio_features,2USX969yFQ250hBULh6Ope,spotify:track:2USX969yFQ250hBULh6Ope,https://api.spotify.com/v1/tracks/2USX969yFQ250hBULh6Ope,https://api.spotify.com/v1/audio-analysis/2USX969yFQ250hBULh6Ope,267123,4,Pop,2018-08-07,single
3,ติดตลก,Oat Pramote,119541,https://open.spotify.com/track/6YYcwUa7auypfzwUZoNEGY,2018-09-21,2018-09-28,THA,0.609,0.394,10,-10.216,1,0.027,0.631,6.29e-05,0.108,0.388,142.034,audio_features,6YYcwUa7auypfzwUZoNEGY,spotify:track:6YYcwUa7auypfzwUZoNEGY,https://api.spotify.com/v1/tracks/6YYcwUa7auypfzwUZoNEGY,https://api.spotify.com/v1/audio-analysis/6YYcwUa7auypfzwUZoNEGY,266001,4,Pop,2018-08-29,single
4,มีผลต่อหัวใจ,Non Tanon,109956,https://open.spotify.com/track/6LxsOkPSGBOsPhDKFAgYVM,2018-09-21,2018-09-28,THA,0.638,0.664,11,-6.796,1,0.0655,0.373,1.64e-06,0.0808,0.474,81.995,audio_features,6LxsOkPSGBOsPhDKFAgYVM,spotify:track:6LxsOkPSGBOsPhDKFAgYVM,https://api.spotify.com/v1/tracks/6LxsOkPSGBOsPhDKFAgYVM,https://api.spotify.com/v1/audio-analysis/6LxsOkPSGBOsPhDKFAgYVM,304429,4,Pop,2018-06-15,single
5,หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,106420,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v,2018-09-21,2018-09-28,THA,0.555,0.593,9,-6.321,1,0.0674,0.718,0.0,0.101,0.482,176.026,audio_features,0EYgFMIXhjcFgX6xe2NY9v,spotify:track:0EYgFMIXhjcFgX6xe2NY9v,https://api.spotify.com/v1/tracks/0EYgFMIXhjcFgX6xe2NY9v,https://api.spotify.com/v1/audio-analysis/0EYgFMIXhjcFgX6xe2NY9v,285002,4,Pop,2018-04-03,single
6,บอกตัวเอง (feat. โป่ง หินเหล็กไฟ),Room 39,95589,https://open.spotify.com/track/3WQe3r4R1lnJs75ty9UYDF,2018-09-21,2018-09-28,THA,0.537,0.522,7,-6.419,1,0.0334,0.126,0.0,0.109,0.193,145.956,audio_features,3WQe3r4R1lnJs75ty9UYDF,spotify:track:3WQe3r4R1lnJs75ty9UYDF,https://api.spotify.com/v1/tracks/3WQe3r4R1lnJs75ty9UYDF,https://api.spotify.com/v1/audio-analysis/3WQe3r4R1lnJs75ty9UYDF,228000,4,Pop,2018-05-21,single
7,Happier,Marshmello,93222,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2018-09-21,2018-09-28,THA,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290,4,Pop,2018-08-17,single
8,ภาพจำ,Pop Pongkool,92504,https://open.spotify.com/track/4YRpjJaJpiI36HM36Dn5lS,2018-09-21,2018-09-28,THA,0.557,0.585,5,-7.559,0,0.047,0.426,1.03e-06,0.144,0.464,81.922,audio_features,4YRpjJaJpiI36HM36Dn5lS,spotify:track:4YRpjJaJpiI36HM36Dn5lS,https://api.spotify.com/v1/tracks/4YRpjJaJpiI36HM36Dn5lS,https://api.spotify.com/v1/audio-analysis/4YRpjJaJpiI36HM36Dn5lS,274000,4,Pop,2018-02-23,single
9,Good Luck feat. Maiyarap,Lipta,91171,https://open.spotify.com/track/3tMbwbZpYXGHeg0l45m7Tv,2018-09-21,2018-09-28,THA,0.741,0.689,0,-7.036,1,0.0843,0.408,1.44e-06,0.108,0.727,98.049,audio_features,3tMbwbZpYXGHeg0l45m7Tv,spotify:track:3tMbwbZpYXGHeg0l45m7Tv,https://api.spotify.com/v1/tracks/3tMbwbZpYXGHeg0l45m7Tv,https://api.spotify.com/v1/audio-analysis/3tMbwbZpYXGHeg0l45m7Tv,197500,4,Pop,2018-07-09,single
10,ภูเขาบังเส้นผม (Hide you) feat. TWOPEE,Stamp,90155,https://open.spotify.com/track/5kHLmBd3GTMIFhWdD3berA,2018-09-21,2018-09-28,THA,0.707,0.72,11,-5.61,1,0.151,0.595,0.0,0.0767,0.905,99.987,audio_features,5kHLmBd3GTMIFhWdD3berA,spotify:track:5kHLmBd3GTMIFhWdD3berA,https://api.spotify.com/v1/tracks/5kHLmBd3GTMIFhWdD3berA,https://api.spotify.com/v1/audio-analysis/5kHLmBd3GTMIFhWdD3berA,219500,4,Pop,2018-07-26,single
11,ความเงียบดังที่สุด,Getsunova,88016,https://open.spotify.com/track/49o9ToewyZywgB5KlaB3WN,2018-09-21,2018-09-28,THA,0.498,0.533,7,-6.143,1,0.0268,0.279,0.0,0.105,0.167,136.046,audio_features,49o9ToewyZywgB5KlaB3WN,spotify:track:49o9ToewyZywgB5KlaB3WN,https://api.spotify.com/v1/tracks/49o9ToewyZywgB5KlaB3WN,https://api.spotify.com/v1/audio-analysis/49o9ToewyZywgB5KlaB3WN,262210,4,Pop,2018-08-03,single
12,DDU-DU DDU-DU - KR Ver.,BLACKPINK,86207,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu,2018-09-21,2018-09-28,THA,0.665,0.86,4,-3.921,0,0.0761,0.0322,0.0,0.281,0.372,139.973,audio_features,2CWnuF7ht55Ajyeg4WPvWu,spotify:track:2CWnuF7ht55Ajyeg4WPvWu,https://api.spotify.com/v1/tracks/2CWnuF7ht55Ajyeg4WPvWu,https://api.spotify.com/v1/audio-analysis/2CWnuF7ht55Ajyeg4WPvWu,209355,4,Pop,2018-06-15,single
13,Kimi wa Melody,BNK48,86050,https://open.spotify.com/track/5XNGsehWHvLadKqI9EIYKu,2018-09-21,2018-09-28,THA,0.599,0.922,8,-4.532,1,0.0828,0.101,0.0,0.108,0.477,135.005,audio_features,5XNGsehWHvLadKqI9EIYKu,spotify:track:5XNGsehWHvLadKqI9EIYKu,https://api.spotify.com/v1/tracks/5XNGsehWHvLadKqI9EIYKu,https://api.spotify.com/v1/audio-analysis/5XNGsehWHvLadKqI9EIYKu,284444,4,Pop,2018-09-21,single
